Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,31.0,31.0,,,29.3,32.8,1704,1249653,Disability Status,Any Disability,,,DISEST,SEXIND,"(44.6613195430005, -84.71439026999968)",26,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,15.4,15.4,,,14.1,16.9,694,571973,Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(44.6613195430005, -84.71439026999968)",26,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,46.4,46.4,,,45.2,47.7,11048,5315695,Disability Status,Any Disability,,,DISEST,AGEIND,,83,AGE03,PREV,DISSTAT,DISABL,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,13.4,13.4,,,11.5,15.4,480,217832,Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(37.645970271000465, -84.77497104799966)",21,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,5.3,5.3,,,3.4,8.1,73,11192,Disability Type,Self-care Disability,,,DISEST,RACEIND,,80,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,12.0,12.0,,,7.7,18.2,18,51308,Disability Status,Any Disability,,,DISEST,RACEIND,"(40.48501028300046, -88.99771017799969)",17,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,14.9,14.9,,,14.1,15.7,3661,2486361,Disability Type,Cognitive Disability,,,DISEST,AGEIND,,83,AGE02,PREV,DISTYPE,COGDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10.8,10.8,,,8.2,14.0,71,12705,Disability Type,Vision Disability,,,DISEST,RACEIND,"(34.52088095200048, -106.24058098499967)",35,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.0,78.0,,,76.6,79.3,4196,2113968,Disability Status,No Disability,,,DISEST,SEXIND,"(47.52227862900048, -120.47001078999972)",53,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,18.5,18.5,,,12.8,26.0,34,6380,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(38.34774030000045, -98.20078122699965)",20,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.6,9.6,,,8.3,11.1,286,162214,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(44.6613195430005, -84.71439026999968)",26,AGE03,PREV,DISTYPE,INDDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(38.66551020200046, -80.71264013499967)",54,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.5,5.5,,,4.5,6.8,123,21923,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(43.65595011300047, -71.50036091999965)",33,AGE02,PREV,DISTYPE,HEARDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.8,5.8,,,4.7,7.1,384,311962,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(28.932040377000476, -81.92896053899966)",12,AGE02,PREV,DISTYPE,SELFDIS,,
2018,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,18.0,18.0,,,11.9,26.1,47,35512,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(44.39319117400049, -89.81637074199966)",55,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,19.7,19.7,,,14.1,27.0,43,41970,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(40.06021014100048, -82.40426005599966)",39,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,13.1,13.1,,,11.7,14.7,417,199241,Disability Type,Hearing Disability,,,DISEST,SEXIND,"(35.47203135600046, -97.52107021399968)",40,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,,84,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2018,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(38.635790776000476, -92.56630005299968)",29,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.6,12.6,,,8.2,18.8,31,36244,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(44.6613195430005, -84.71439026999968)",26,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,34.7,34.7,,,30.5,39.2,318,127348,Disability Status,Any Disability,,,DISEST,RACEIND,,89,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11.7,11.7,,,10.5,13.0,601,161707,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(39.29058096400047, -76.60926011099963)",24,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10.1,10.1,,,8.6,11.8,224,184794,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(42.27687047000046, -72.08269067499964)",25,AGE02,PREV,DISTYPE,COGDIS,,
2018,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,4.7,4.7,,,2.6,8.4,31,32261,Disability Type,Mobility Disability,,,DISEST,RACEIND,,84,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.5,11.5,,,8.7,15.1,153,105697,Disability Type,Hearing Disability,,,DISEST,VETIND,"(35.68094058000048, -85.77449091399967)",47,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,17.3,17.3,,,16.7,18.0,7845,5015569,Disability Type,Mobility Disability,,,DISEST,RACEIND,,59,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,74.4,74.4,,,69.4,78.9,486,319543,Disability Status,No Disability,,,DISEST,RACEIND,"(39.29058096400047, -76.60926011099963)",24,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2018,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,7.1,7.1,,,6.4,8.0,540,366065,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(32.83968109300048, -83.62758034599966)",13,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,15.3,15.3,,,12.4,18.6,120,38232,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(41.56266102000046, -72.64984095199964)",09,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.2,8.2,,,6.5,10.3,183,454623,Disability Type,Vision Disability,,,DISEST,AGEIND,"(37.63864012300047, -120.99999953799971)",06,AGE03,PREV,DISTYPE,VISDIS,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,75.8,75.8,,,73.9,77.5,2657,268375,Disability Status,No Disability,,,DISEST,RACEIND,"(43.23554134300048, -108.10983035299967)",56,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(39.360700171000474, -111.58713063499971)",49,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.56744942400047, -120.15503132599969)",41,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2018,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,5.5,5.5,,,4.5,6.6,353,154215,Disability Type,Hearing Disability,,,DISEST,SEXIND,"(38.635790776000476, -92.56630005299968)",29,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(43.65595011300047, -71.50036091999965)",33,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,5.6,5.6,,,5.1,6.1,1047,1225457,Disability Type,Independent Living Disability,,,DISEST,AGEIND,,83,AGE01,PREV,DISTYPE,INDDIS,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(47.52227862900048, -120.47001078999972)",53,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.1,5.1,,,4.2,6.2,223,69853,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(39.29058096400047, -76.60926011099963)",24,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,11.2,11.2,,,9.3,13.5,245,456038,Disability Type,Mobility Disability,,,DISEST,SEXIND,"(40.13057004800049, -74.27369128799967)",34,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,72,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(43.682630005000476, -114.3637300419997)",16,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,6.5,6.5,,,4.8,8.8,128,26732,Disability Type,Hearing Disability,,,DISEST,RACEIND,,59,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,22.6,22.6,,,21.5,23.8,4020,4297864,Disability Status,Any Disability,,,DISEST,SEXIND,,88,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,73.0,73.0,,,71.2,74.8,5511,2788937,Disability Status,No Disability,,,DISEST,RACEIND,,82,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,70.8,70.8,,,67.9,73.6,3379,6355804,Disability Status,No Disability,,,DISEST,RACEIND,,85,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,72.7,72.7,,,71.2,74.1,7736,8857093,Disability Status,No Disability,,,DISEST,AGEIND,,88,AGE02,PREV,DISSTAT,NODIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,39.0,39.0,,,37.6,40.5,6546,989349,Disability Status,Any Disability,,,DISEST,AGEIND,,80,AGE03,PREV,DISSTAT,DISABL,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(32.745510099000455, -89.53803082499968)",28,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,36.1,36.1,,,29.4,43.4,95,41604,Disability Status,Any Disability,,,DISEST,RACEIND,"(44.6613195430005, -84.71439026999968)",26,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.2,2.2,,,1.7,3.0,68,72988,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(44.6613195430005, -84.71439026999968)",26,AGE01,PREV,DISTYPE,HEARDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(43.682630005000476, -114.3637300419997)",16,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2018,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,9.5,9.5,,,6.9,12.8,80,13586,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(34.865970280000454, -111.76381127699972)",04,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,9.0,9.0,,,6.2,12.9,53,15039,Disability Type,Vision Disability,,,DISEST,RACEIND,,86,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,6.2,6.2,,,5.2,7.5,587,761358,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,59,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,7.9,7.9,,,5.2,11.9,97,17003,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(37.645970271000465, -84.77497104799966)",21,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,18.1,18.1,,,13.0,24.7,33,5841,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.0,11.0,,,9.9,12.2,1817,1025568,Disability Type,Hearing Disability,,,DISEST,VETIND,,83,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(43.682630005000476, -114.3637300419997)",16,RACE02,AGEADJPREV,DISTYPE,VISDIS,,
2018,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.4,3.4,,,2.0,5.7,25,9510,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(64.84507995700051, -147.72205903599973)",02,AGE01,PREV,DISTYPE,MOBDIS,,
2018,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.7,8.7,,,7.6,10.0,392,364913,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(35.68094058000048, -85.77449091399967)",47,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,8.7,8.7,,,7.4,10.3,554,466206,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(28.932040377000476, -81.92896053899966)",12,AGE02,PREV,DISTYPE,INDDIS,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(37.645970271000465, -84.77497104799966)",21,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.0,3.0,,,2.4,3.8,214,107105,Disability Type,Self-care Disability,,,DISEST,SEXIND,"(37.54268067400045, -78.45789046299967)",51,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.8,2.8,,,2.3,3.5,185,28568,Disability Type,Vision Disability,,,DISEST,VETIND,"(43.65595011300047, -71.50036091999965)",33,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(43.65595011300047, -71.50036091999965)",33,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,26.2,26.2,,,24.2,28.2,2360,1949496,Disability Type,Mobility Disability,,,DISEST,AGEIND,,88,AGE03,PREV,DISTYPE,MOBDIS,,
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,15.0,15.0,,,9.2,23.4,20,4557,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(42.46940091300047, -93.81649055599968)",19,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,24.5,24.5,,,23.6,25.4,8494,3468433,Disability Status,Any Disability,,,DISEST,VETIND,"(42.82700103200045, -75.54397042699964)",36,VET2,AGEADJPREV,DISSTAT,DISABL,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,78.8,78.8,,,77.7,79.9,10797,3168310,Disability Status,No Disability,,,DISEST,VETIND,"(39.29058096400047, -76.60926011099963)",24,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,22.7,22.7,,,18.6,27.4,402,49489,Disability Status,Any Disability,,,DISEST,RACEIND,,88,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.9,17.9,,,14.1,22.5,165,89284,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,85,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,50.3,50.3,,,47.7,52.9,6265,2887556,Disability Status,No Disability,,,DISEST,AGEIND,,85,AGE03,PREV,DISSTAT,NODIS,,
